ESTUDIO;PONDERADOR;REGION_DEF;F0;A_EXACTA;A_RANGO;F3_SEXO;N_HOGAR;N_AFILIADOS;SEXO_1;EDAD_1;AFI_1;SEXO_2;EDAD_2;AFI_2;SEXO_3;EDAD_3;AFI_3;SEXO_4;EDAD_4;AFI_4;SEXO_5;EDAD_5;AFI_5;SEXO_6;EDAD_6;AFI_6;SEXO_7;EDAD_7;AFI_7;SEXO_8;EDAD_8;AFI_8;SEXO_9;EDAD_9;AFI_9;SEXO_10;EDAD_10;AFI_10;SELECCION;P2;P3;P4;P5;P6;A1;A2;A2_COD_1;A2_COD_2;A2_COD_3;A2_COD_4;A2_COD_5;A3;A4;A4_COD_11;A4_COD_21;A4_COD_3;A4_COD_4;A4_COD_5;A4_COD_1_1;A4_COD_1_2;A4_COD_1_3;A4_COD_1_4;A4_COD_1_5;A4_COD_2_1;A4_COD_2_2;A4_COD_2_3;A4_COD_2_4;A4_COD_2_5;A5;A6;A7_1;A7_2;A8;A9_1;A9_2;A9_3;A9_4;A9_5;A9_6;A9_7;A10_1;A10_OTRO1;A10_2;A10_OTRO1_1;A11_1;A11_OTRO1;A11_2;A11_OTRO2;A12_1;A12_OTRO1;A12_2;A12_OTRO2;A13_1;A13_OTRO1;A13_2;A13_OTRO2;A14;A15;A_15_COD_1;A_15_COD_2;A_15_COD_3;A_15_COD_4;A_15_COD_5;B1;B2;B3_1;B3_2;B3_OTRO;B3A;B4;B5;B6;B6_OTRO;B7;B9A;B9B;B9C;B10_1;B10_2;B10_3;B10_4;B10_5;B10_6;B12;B13;B14;B14_1;B14_2;B14_1_1;B14_2_1;B14_TOTAL;B14_TOTAL_1;C1;C4;C5_1;C5_2;C5_3;C5_OTRO;C6;C8_1;C8_2;C8_3;C8_4;C8_5;C8_6;D1;D2;D2_OTRO;D3_11;D3_21;D3_31;D3_41;D3_1;D3_2;D3_3;D3_4;D3_1_1;D3_2_1;D3_3_1;D3_4_1;D3_TOTAL;D3_TOTAL_1;D4;D5_1;D5_2;D6_1;D6_OTRO1;D6_2;D6_OTRO2;D7;D7_OTRO;D8;D8_1;D10;D10_1;D10_2;D10_1_1;D10_2_1;D10_TOTAL;D10_TOTAL_1;D13_1;D13_2;D14;D15;D16;D17;E1;E1_OTRO;E10;E10_OTRO;E11;E11_OTRO;E2;E2_OTRO;E3;E3_OTRO;E4;E5;E5_OTRO_1;E6;E8_1;E8_2;E8_3;E8_4;E8_5;E8_6;E8_7;E8_8;E8_9;E8_10;E8_11;E9;E9_1;E9_1_COD_1;E9_1_COD_2;E9_1_COD_3;E12_1;E12_2;E12_3;E13;E13_1;E13_1_COD_1;E13_1_COD_2;E13_1_COD_3;E13_1_COD_4;E14;E15_1_1;E15_1_2;E15_1_3;E15_1_4;E15_1_5;E15_1_6;E15_1_7;E15_1_8;E15_2_1;E15_2_2;E15_2_3;E15_2_4;E15_2_5;E15_2_6;E15_3_1;E15_3_2;E15_3_3;E15_3_4;E15_3_5;E15_3_6;E15_4_1;E15_4_2;E15_4_3;E15_4_4;E15_4_5;E15_5_1;E15_5_2;E15_5_3;E15_5_4;E15_5_5;E15_6_1;E15_6_2;E15_6_3;E15_6_4;E15_6_5;E15_6_6;E15_7_1;E15_7_2;E15_7_3;E15_7_4;E15_7_5;E15_7_6;E15_7_7;E15_8_1;E15_8_2;E15_8_3;E15_8_4;E15_8_5;E15_8_6;E15_8_7;E15_9_1;E15_9_2;E15_9_3;E15_9_4;F1;F1_1;F2;F3;F4_LITERAL;F4_COD_1_1;F4_COD_1_2;F5;F7;CAB_EDAD;CAB_SEXO;CAB_REGION;FECHA;EQUILIBRAR_FONASA_1;REGION_TIPO_FONASA;C_81;C_82;C_83;C_84;C_85;C_86;A3_logit;A1_dico;A5_dico;A7_1dico;A7_2dico;A14_dico;C4_dico;B2_dico;a10_bajoscostos;a11_espera;a11_sinespecialistas;a12_cobertura;a13_costos;C6_rec;filter_$;PredictedValue;PredictedValue_1
15516_SALUD_VF;0,472294141;13;1;55;3;2;2;2;2;55;2;1;57;1; ; ; ; ; ; ; ; ; ;1;21-09-64;2;1;1;6;-; ; ; ;6;No reenvolsa todo, por ejemplo.vitaminas;15; ; ; ;15; ; ; ;15; ; ; ;7;3;3;3;1;1;1;1;2;2;2;2;-;-;-;-;5;-;7;-;6;-;8;-;5;Que reenvolsaran otros tratamientos, mayor cobertura y enfermedades pre existentes.;71;72; ;1;4;2; ;-;1;1;1;-;1;1;2;5;5;7;5;6;5;1;2;2;6;3;2;1;-;2;3;1;4;4;4;5;2;-;-;-;5;-;1;3;1;6;6;360;6;360;5;5;1;5;2;2;21;Oirs;5;-;5;-;5;-;4;-;1;54;Movimiento particular;1;5;5;1;5;3;8;3;4;4;8;8;1;Ente fiscalizador de sistemas de salud;343; ;4; ;1;Los derechos del paciente;531; ; ;5;9; ; ; ; ;3; ; ; ;9; ; ; ;98; ; ;7; ; ;3; ; ; ; ;98; ; ; ; ;2; ; ; ;9; ;15;30;1;5;Capacitadora;3;47;7;9;3;2;2;1;96;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,208933886;7;1;49;2;2;4;2;1;53;2;2;49;2; ; ; ; ; ; ; ; ; ;2;10-05-70;2;1;1;6;-; ; ; ;6;Porque tengo buen plan ,con buena cobertura;241;271; ; ; ;241;271; ; ; ;241;271; ; ; ;5;2;5;5;1;2;2;2;2;2;2;2;-;-;-;-;4;-;5;-;1;-;3;-;6;M Que mantengan los precios de los planes,que los planes bajen para mujeres en edad fertil;62;69; ;2;7;1; ;-;1;4;-;2;7;1;2;-;4;4;4;4;4;4;5;2;-;-;-;5;-;1;1;1;2;2;120;2;120;6;6;1;6;1;1;4;-;5;-;5;-;5;Superintendencia isapres;4;Superintendencia de isapres;2;-;6;6;5;6;6;6;6;5;5;5;4;1;Controlar y supervisar el buen funcionamiento de la salud;343; ;2;1; ;1;El derecho de la atenciÛn mÈdica detodos los chilenos;508; ; ;5;5;2;1; ; ; ; ;4;5;2; ; ; ;4; ; ; ;7; ; ;8; ; ;4; ; ; ; ;5;2;1;6; ; ; ;1;2;4; ; ; ;2;4;3; ;15;30;1;5;Profesor;4;181;10;9;2;2;1;2;87;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;0,472294141;13;1;66;3;2;1;1;2;66;2; ; ; ; ; ; ; ; ; ;1;23-10-19;2;1;2;3;Lo que enfermarse en este paÌs es caro;1; ; ; ;3;Por que es caro cotizar la atenciÛn y medicamentos;1; ; ; ;1; ; ; ;1; ; ; ;6;3;5;4;1;2;2;2;2;2;2;2;-;-;-;-;9;-;2;-;100;-;1;-;5;Bajar costos planes mas beneficios para los afiliados bonos en medicamentos;62;91; ;2;5;2; ;-;1;4;-;2;6;1;2;-;4;4;4;4;3;5;4;1;-;-;-;4;-;2;1;1;3;3;180;3;180;6;7;1;5;1;1;4;-;5;-;5;-;5;-;4;-;1;51;Abogado;5;5;4;4;5;4;4;5;5;4;4;5;1;Fiscalizar regular el tema de alza y atenciÛn de los planes de los usuarios;362;346; ;1;2; ;1;Un enten fiscalizador a las compaÒÌas de salud;558; ; ;6;4; ; ; ; ;4; ; ; ;4;3; ; ; ;4; ; ;4;3; ; ;4; ; ; ; ;4; ; ; ; ;4; ; ; ;4;3; ;15;31;2;-;9;3;2;2;2;96;1;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,279829207;1;1;37;2;2;4;2;2;37;2;1;37;2; ; ; ; ; ; ; ; ; ;1;01-03-82;2;2;2;5;-; ; ; ;3;Los planes son muy altos y poca cobertura;14;6; ; ; ;14;6; ; ; ;14;6; ; ; ;1;3;3;3;1;1;1;2;1;1;2;2;-;-;-;-;100;-;100;-;1;-;100;-;4;Deben enviar actualizaciones de planes;26; ;2;5;3; ;-;1;4;-;2;4;99;-;4;3;8;8;8;4;4;2;-;-;-;5;-;1;10;1;3;3;180;3;180;7;5;1;1;1;1;4;-;5;-;98;-;5;-;98;-;2;-;4;5;5;5;5;5;5;6;5;5;5;1;Para velar por los derecho de los afiliados a isaore o fonasa;334; ;4; ;1;El bienestar del afiliado;531; ; ;4;4; ; ; ; ;3; ; ; ;4; ; ; ;6; ; ;6; ; ;9; ; ; ; ;9; ; ; ; ;2; ; ; ;9; ;15;30;1;2;Comerciante;3;54;9;9;2;2;1;2;81;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;1,208036099;7;1;36;2;1;3;3;2;75;1;1;69;1;1;36;1; ; ; ; ; ; ; ; ; ;3;17-06-84;1;3;1;2;5;-; ; ; ;6;Porque hay mÈdico que no est·n afiliada a fonasa;61; ; ; ;61; ; ; ;61; ; ; ;6;2;6;5;2;3;-;7;-;3;-;8;-;-;-;-;-;5;Ampliar convenios con especialidad m·s ac eso recompras de bonos y la informaciÛn que sea m·s difundida;46;2;21; ;2;6;6; ;-;3;4;-;3;-;4;4;4;4;4;4;4;2;-;-;-;1;-;1;5;1;24;24;1440;24;1440;6;6;1;6;1;1;4;-;5;-;5;-;2;-;-;-;6;6;6;6;6;6;6;6;6;6;6;1;Fiscalizar a los servicio y atenciÛn de los usuarios;342; ;4; ;1;Los derechos de los usuarios sobre susalud;522; ; ;5;2; ; ; ; ;3; ; ; ;4; ; ; ;7; ; ;6; ; ;4; ; ; ; ;5; ; ; ; ;2; ; ; ;3; ;9;18;1;5;Conduccion / chofer;3;56;5;9;2;1;1;1;39;40;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;2,812929064;5;1;88;3;2;1;1;2;88;1; ; ; ; ; ; ; ; ; ;1;16-11-31;1;4;1;2;6;-; ; ; ;5;Hay deficiencia en consultorio que no hay mÈdico, adem·s muchos medicame. Tos hay que comprarlos afuera;61;102; ; ; ;61;102; ; ; ;61;102; ; ; ;4;3;3;5;2;5;-;1;-;9;-;4;-;-;-;-;-;6;La existencia de turnos siempre en los consultorios de medicos;99; ;3; ;-;-;2;5;1;-;4;3;3;2;2;3;4;2;-;-;-;1;-;1;2;1;3;3;180;3;180;4;5;1;5;2;1;99;-;6;-;7;-;2;-;-;-;4;3;1;3;4;4;2;2;1;2;4;88;-; ;4; ;88;-; ; ;5;2;8; ; ; ; ;8; ; ; ;1; ; ; ;1; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;2; ; ; ;8; ;9;18;2;-;9;3;2;1;1;53;54;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_VF;1,459851939;13;1;30;1;1;5;1;1;30;1; ; ; ; ; ; ; ; ; ;1;02-07-89;1;2;1;2;5;-; ; ; ;5;porque falta mas profesionalismo y vocacion;75; ; ; ;75; ; ; ;75; ; ; ;5;2;7;1;1;1;1;1;2;2;2;2;3;-;8;-;2;-;3;-;-;-;-;-;7;que mas cobertura;71; ;3; ;-;-;3;-;98;8;8;8;8;8;8;2;-;-;-;7;-;1;1;1;3;3;180;3;180;2;7;2;98;-;5;-;98;-;2;-;-;-;4;4;4;8;4;8;4;8;4;4;4;1;fiscalizar;341; ;98; ;1;los derecho a teber salud las personas;531; ; ;3;98; ; ; ; ;98; ; ; ;2; ; ; ;6; ; ;6; ; ;4; ; ; ; ;6; ; ; ; ;2; ; ; ;98; ;15;30;2;-;9;1;1;2;2;32;32;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15516_SALUD_REGIONES;0,056037714;11;1;41;2;2;3;1;2;41;2; ; ; ; ; ; ; ; ; ;1;14-03-78;2;1;2;6;-; ; ; ;6;faltan especialistas;61; ; ; ;61; ; ; ;61; ; ; ;4;2;5;6;2;-;-;-;-;7;-;100;-;5;-;10;-;4;m·s accesos a horas;48; ;2;6;5; ;-;2;1;2;6;no tenÌa tiempo;2;5;5;7;6;6;1;1;2;3;-;4;8;8;8;8;8;8;2;-;-;-;4;-;1;1;1;5;5;300;5;300;5;5;2;4;-;5;-;5;-;5;-;4;-;2;-;8;6;9;8;8;8;8;8;8;8;8;1;regularizar que todo estÈ bajo las leyes;344; ;4; ;1;atenciÛn de calidad;502;562; ;5;8; ; ; ; ;98; ; ; ;98; ; ; ;4; ; ;6; ; ;5; ; ; ; ;4; ; ; ; ;2; ; ; ;9; ;13;28;1;5;3;190;9;9;2;2;1;2;91;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;15516_SALUD_REGIONES;1853969749;9;9101;64;3;2;3;2;2;64;1;1;68;1; ; ; ; ; ; ; ; ; ;1;2;2;2;4;82; ; ; ;3;32;71;61; ;32;71;61; ;32;71;61; ;5;3;4;1;1;1;1;1;1;1;1;1;1;3;3;4; ; ; ; ;4;82; ;2;5;5; ;1;4; ;2;5;98; ;98;2;8;1;8;8;4;2; ; ; ;2;1;4;1;10;10;600;10;600;4;5;2;5;5;5;5; ; ;8;6;8;8;6;8;3;8;8;8;8;1;344; ;4; ;1;522;504; ;3;9; ; ; ; ;9; ; ; ;9; ; ; ;4; ; ;8; ; ;9; ; ; ; ;9; ; ; ; ;4; ; ; ;9; ;11;18;2; ;9;3;2;1;1;25;27;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_REGIONES;186062059;12;12101;34;1;1;3;2;1;34;2;2;31;2; ; ; ; ; ; ; ; ; ;2;1;2;5; ; ; ;5;96; ; ; ;96; ; ; ;96; ; ; ;5;3;4;4;2; ; ; ; ;2;8;1;100;5;21; ;2;4;2; ;2;4; ;3; ;4;8;8;8;8;8;8;2; ; ; ;5;1;5;1;6;6;360;6;360;1;3;2;22;98;98;1;1;2; ;1;2;2;1;2;1;2;1;2;1;2;88; ;98; ;88; ; ;1;9; ; ; ; ;9; ; ; ;9; ; ; ;9; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;13;28;2; ;9;1;1;1;2;92;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;15516_SALUD_REGIONES;1186300891;16;8401;61;3;2;3;3;2;61;1;1;55;1;2;24;1; ; ; ; ; ; ; ; ; ;1;2;1;2;6; ; ; ;7;261; ; ; ;261; ; ; ;261; ; ; ;5;2;6;7;1;2;2;2;2;1;2;2;5;11;3;4; ; ; ; ;7;44;46; ;2;6;2; ;2;4; ;3; ;4;8;8;8;8;8;8;2; ; ; ;2;1;2;1;1;1;60;1;60;5;6;1;5;1;1;4;5;9;4; ; ;6;5;4;8;6;5;8;3;4;8;5;1;332; ;4; ;1;531; ; ;5;2; ; ; ; ;2; ; ; ;4; ; ; ;4; ; ;98; ; ;4;5; ; ; ;2; ; ; ; ;1; ; ; ;2; ;10;30;2; ;9;3;2;1;2;31;25;1;1;0;1;1;1;0;1;0;0;1;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;1564129379;13;13106;44;2;1;8;8;1;63;1;1;55;1;1;50;1;1;48;1;1;46;2;1;44;1;1;40;2;1;38;2; ; ; ; ; ;1;98;1;2;4;14;31; ; ;98; ; ; ; ; ; ; ; ; ;3;3;3;3;1;2;2;1;2;2;1;1;2;100;8;6; ; ; ; ;1;11;7; ;3; ; ; ;3; ;4;8;8;8;8;8;8;2; ; ; ;5;1;6;1;3;3;180;3;180;3;5;2;98;5;5;2; ; ;5;1;1;1;1;1;8;3;1;8;8;1;357; ;1;2;3;1;501; ; ;4;98; ; ; ; ;98; ; ; ;9; ; ; ;6; ; ;9; ; ;9; ; ; ; ;7; ; ; ; ;98; ; ; ;9; ;14;26;1;5;3;190;8;9;2;1;2;2;80;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;2045365254;13;13401;41;2;1;6;3;1;63;1;1;41;1;1;31;1; ; ; ; ; ; ; ; ; ;1;4;1;2;3;23;61; ; ;4;23; ; ; ;23; ; ; ;23; ; ; ;5;2;4;2;2;1;9;2;4; ; ; ; ;5;32;31; ;2;4;6; ;3;4; ;3; ;4;3;3;3;3;3;4;2; ; ; ;7;1;2;1;5;5;300;5;300;3;6;2;5;6;6;6; ; ;5;4;4;4;4;4;3;4;4;4;4;88; ;1; ;88; ; ;1;3; ; ; ; ;9; ; ; ;9; ; ; ;6;7; ; ;7;6; ; ;9; ; ; ; ;7;6; ; ; ; ;2;3; ; ; ;9; ;9;18;1;5;2;39;7;9;2;1;2;1;64;64;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_REGIONES;1440082406;14;14101;69;3;1;2;2;1;69;1;2;65;1; ; ; ; ; ; ; ; ; ;1;4;1;2;5; ; ; ;5;96; ; ; ;96; ; ; ;96; ; ; ;6;2;6;6;1;2;2;2;2;2;2;2;3;5;3;2; ; ; ; ;4;98; ;2;6;3; ;2;4; ;2;98; ;4;8;8;8;8;8;8;2; ; ; ;5;1;1;1;2;2;120;2;120;6;6;1;7;1;1;4;5;6;8; ; ;6;5;8;4;5;8;4;5;5;8;8;1;344; ;1; ;1;502; ; ;5;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ;6; ; ;4; ; ; ; ;4;3; ; ; ; ;2; ; ; ;9; ;11;19;2; ;9;3;1;1;1;61;60;0;0;1;1;1;0;1;1;0;1;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_REGIONES;3357549897;5;5101;37;2;2;2;2;2;37;1;2;20;1; ; ; ; ; ; ; ; ; ;1;1;1;2;5; ; ; ;5;25; ; ; ;25; ; ; ;25; ; ; ;7;2;5;1;1;1;2;1;2;2;2;2;2;3;5;6; ; ; ; ;5;20; ;3; ; ; ;3; ;4;8;8;8;8;8;8;2; ; ; ;2;1;2;1;2;2;120;2;120;4;6;1;7;1;1;98;6;98;98; ; ;8;8;8;8;8;8;8;8;8;8;8;1;343; ;98; ;88; ; ;1;5;4;2; ; ; ; ;2; ; ; ;5; ; ; ;98; ; ;7; ; ;5; ; ; ; ;5;4; ; ; ; ;98; ; ; ;98; ;13;28;2; ;9;2;2;1;1;5;6;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_REGIONES;186062059;12;12101;36;2;1;2;2;1;36;2;2;28;2; ; ; ; ; ; ; ; ; ;2;1;1;5; ; ; ;5;61; ; ; ;61; ; ; ;61; ; ; ;4;2;5;5;2; ; ; ; ;5;7;1;100;3;26; ;2;4;5; ;1;4; ;2;4;1;2; ;4;3;3;3;3;3;3;2; ; ; ;5;1;1;1;1;1;60;1;60;5;5;1;5;1;1;4;5;5;5;4;2; ;5;4;3;9;9;9;5;4;9;9;9;1;346; ;4; ;1;531; ; ;3;9; ; ; ; ;9; ; ; ;9; ; ; ;9; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;16;27;1;4;4;181;9;9;2;1;1;2;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;15516_SALUD_VF;2045365254;13;13401;31;1;1;4;2;1;31;1;2;31;1; ; ; ; ; ; ; ; ; ;1;4;1;1;5; ; ; ;4;32; ; ; ;32; ; ; ;32; ; ; ;4;3;4;4;2;3;9;4;5; ; ; ; ;4;64; ;2;6;5; ;3;4; ;2;5;1; ;4;3;3;3;3;3;3;2; ; ; ;2;1;2;1;6;6;360;6;360;6;6;2;5;6;5;2; ; ;4;4;4;5;4;5;3;4;4;4;4;1;331;332;1; ;1;501; ; ;3;3;2; ; ; ; ;3; ; ; ;4;3; ; ; ;7; ; ;6;7; ; ;4;3; ; ; ;6;7; ; ; ; ;4;3;2; ; ; ;7; ;9;18;1;5;4;44;8;9;1;1;2;1;64;64;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;472294141;13;13114;28;1;1;3;3;1;28;2;2;26;2;2;2;2; ; ; ; ; ; ; ; ; ;2;1;2;4;1;31; ; ;2;1; ; ; ;1; ; ; ;1; ; ; ;5;3;4;4;2; ; ; ; ;5;9;1;3;2;62;66; ;2;6;6; ;1;4; ;2;6;1;2; ;4;5;5;5;5;5;5;2; ; ; ;4;1;3;1;3;3;180;3;180;6;6;2;3;5;5;5;4;1;1;2;3;5;3;3;3;3;3;3;3;3;3;1;344;359;1;2;88; ; ;3;2; ; ; ; ;9; ; ; ;9; ; ; ;9; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;15;31;1;2;3;54;10;9;1;1;2;1;96;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;15516_SALUD_VF;606426807;13;13105;37;2;2;8;3;2;37;1;1;39;1;1;56;1; ; ; ; ; ; ; ; ; ;1;1;1;2;6; ; ; ;6;221; ; ; ;221; ; ; ;221; ; ; ;6;2;5;5;1;2;2;2;2;2;2;2;1;7;6;2; ; ; ; ;6;2; ;2;7;1; ;1;4; ;3; ;4;4;5;4;4;5;3;2; ; ; ;7;1;4;1;2;2;120;2;120;6;6;2;98;6;6;98; ; ;5;5;5;4;4;7;4;5;5;6;5;1;347; ;1; ;88; ; ;5;2; ; ; ; ;2; ; ; ;9; ; ; ;98; ; ;9; ; ;98; ; ; ; ;2; ; ; ; ;9; ; ; ;9; ;9;18;2; ;9;2;2;2;2;16;16;1;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_VF;1564129379;13;13103;68;3;1;2;2;1;68;1;1;35;1; ; ; ; ; ; ; ; ; ;1;98;1;2;6; ; ; ;6;221;203; ; ;221;203; ; ;221;203; ; ;6;2;7;7;1;2;2;2;2;2;2;2;1;100;11;6; ; ; ; ;1;21; ;3; ; ; ;2;4;1; ;1;3;2;1;4;3;4;2; ; ; ;7;1;1;1;2;2;120;2;120;5;6;1;6;1;1;98;98;98;98; ; ;1;2;1;1;1;2;1;1;1;1;1;88; ;98; ;88; ; ;1;9; ; ; ; ;9; ; ; ;9; ; ; ;9; ; ;9; ; ;9; ; ; ; ;9; ; ; ; ;9; ; ; ;9; ;6;6;2; ;9;3;1;2;1;80;0;0;0;1;0;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 ;15516_SALUD_REGIONES;290223735;6;6301;45;2;1;4;1;1;45;2; ; ; ; ; ; ; ; ; ;2;1;2;5; ; ; ;6;241;263; ; ;241;263; ; ;241;263; ; ;6;3;6;7;2; ; ; ; ;8;7;1;8;5;131; ;2;5;6; ;3;4; ;3; ;4;8;8;8;8;8;8;2; ; ; ;4;1;2;1;1;1;60;1;60;3;5;1;6;2;1;5;6;6;6;5;2; ;5;5;1;3;5;3;3;3;5;4;5;1;334; ;4; ;1;502; ; ;4;2; ; ; ; ;4; ; ; ;4; ; ; ;9; ; ;4; ; ;2; ; ; ; ;4; ; ; ; ;2; ; ; ;2; ;14;26;1;2;3;54;99;9;2;1;1;2;86;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
